Type,Key Number,Title,KeyCite Treatment,KeyCite URL,Document URL,Court,Date,Citation,Headnote,Document Preview
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,"In re New York, O. & W. Ry. Co.",,,https://www.westlaw.com/Document/If58ec248549e11d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=759&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41947115226,"Circuit Court of Appeals, Second Circuit.","May 7, 1947",161 F.2d 518,"Existence of railroad's wholly owned subsidiaries as separate corporate entities could not be ignored in computing New York City public utility tax against railroad. Loc.Laws N.Y.1934, p. 115, § 16; p. 151.","Appeal from the District Court of the United States for the Southern District of New York. Proceeding in bankruptcy in the matter of New York, Ontario & Western Railway Company, debtor,..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Board of Tax Sup'rs of Jefferson County v. Baldwin Piano Co.,,,https://www.westlaw.com/Document/I0cfb629dee8611d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=760&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51944111802,Court of Appeals of Kentucky.,"February 18, 1944",296 Ky. 673,"Where subsidiary was organized to sell merchandise before organization of foreign parent manufacturing corporation, the fact that manufacturing corporation owned substantially all of selling corporation's stock did not establish that selling corporation was mere instrumentality of manufacturing corporation so as to subject to ad valorem taxes in Kentucky intangible receivables transferred by selling corporation to manufacturing corporation on theory that selling corporation was mere device to evade taxation. <a href=""/Link/Document/FullText?findType=L&pubNum=1000010&cite=KYSTS132.190&originatingDoc=I2365c2d97dcf11e28a21ccb9036b2470&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">KRS 132.190</a>, <a href=""/Link/Document/FullText?findType=L&pubNum=1000010&cite=KYSTS132.200&originatingDoc=I2365c2d97dcf11e28a21ccb9036b2470&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">132.200</a>.","Appeal from Circuit Court, Common Pleas Branch, Jefferson County, Second Division; Burrel H. Farnsley, Judge. Proceeding between the Board of Tax Supervisors of Jefferson County and Baldwin..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Esmond Mills v. Commissioner of Internal Revenue,,,https://www.westlaw.com/Document/Ie76291b8549411d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=761&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F51943117123,"Circuit Court of Appeals, First Circuit.","January 7, 1943",132 F.2d 753,Separate corporate entity will not be disregarded for the purpose of taxation merely because the parent corporation owns all of the capital stock of the subsidiary and exercises considerable control over its internal affairs.,Petition for Review of Decisions of the United States Board of Tax Appeals. Petition by the Esmond Mills and another to review a decision of the Board of Tax Appeals redetermining...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Superior Coal Co. v. Department of Finance,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I07b3c9c3ce5711d98ac8f235252e36df&rank=762&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I07b3c9c3ce5711d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=762&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F61941111656,Supreme Court of Illinois.,"June 17, 1941",377 Ill. 282,"The contention that the separate corporate entities were of no economic benefit to railway corporation because it could have accomplished same ends by other means was immaterial on question whether transactions whereby railway's wholly-owned subsidiary corporation furnished coal to railway were taxable sales within Retailers' Occupation Tax Act, where railway did not employ other means, if any, at its command. S.H.A. ch. 120, § 451.","Certiorari proceeding by the Superior Coal Company against the Department of Finance. From a judgment of the Superior Court of Cook County quashing its return, defendant appeals. Reversed..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Superior Coal Co. v. Department of Finance,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I07b3c9c3ce5711d98ac8f235252e36df&rank=763&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I07b3c9c3ce5711d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=763&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F71941111656,Supreme Court of Illinois.,"June 17, 1941",377 Ill. 282,"Where parent corporation, a railway company, and its wholly-owned subsidiary, a coal company which furnished entire output of its mines, except inconsequential sales, to parent corporation, had utilized separate corporate forms for 40 years during which time subsidiary had secured financial and economic advantage as result and had employed legal habiliments incident to a sale in transactions respecting furnishing of coal to parent corporation, subsidiary could not demand that its separate corporate existence be disregarded at expense of the state so as to relieve subsidiary from taxes under Retailers' Occupation Tax Act on sales of coal to parent corporation. Smith-Hurd Stats. c. 120, § 451.","Certiorari proceeding by the Superior Coal Company against the Department of Finance. From a judgment of the Superior Court of Cook County quashing its return, defendant appeals. Reversed..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,City of Newark v. Weyerhaeuser Timber Co.,,,https://www.westlaw.com/Document/I1cbd814a339711d98b61a35269fc5f88/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=764&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21940115417,New Jersey State Board of Tax Appeals.,"September 10, 1940",18 N.J. Misc. 560,"Where public warehouse for hire was operated by corporation actually engaged in the business of public warehousing, generally, personal property stored by a merchandising company in such warehouse was exempt from taxation, notwithstanding the corporation was a wholly-owned subsidiary of the merchandising company, and occupied the same premises formerly occupied by the merchandising company. <a href=""/Link/Document/FullText?findType=L&pubNum=1000045&cite=NJST54%3A4-3.20&originatingDoc=I79c8a8144b3811e0b931b80af77abaf1&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">N.J.S.A. 54:4-3.20</a>, <a href=""/Link/Document/FullText?findType=L&pubNum=1000045&cite=NJST57%3A1-1&originatingDoc=I79c8a8144b3811e0b931b80af77abaf1&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">57:1-1</a>.",Proceeding by the City of Newark against the Weyerhaeuser Timber Company in the matter of appeals by the City of Newark to restore assessments upon personal property reduced by the Essex...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,E. Albrecht & Son v. Landy,,,https://www.westlaw.com/Document/I7f8db144548b11d9bf30d7fdf51b6bd4/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=765&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F31940121337,"Circuit Court of Appeals, Eighth Circuit.","August 19, 1940",114 F.2d 202,A parent corporation will not be permitted to organize a subsidiary merely in order to use it as a device to evade parent corporation's tax responsibilities.,"Appeal from the District Court of the United States for the District of Minnesota; George F. Sullivan, Judge. Action by E. Albrecht & Son, Incorporated, against J. R. Landy, Collector of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Continental Oil Co. v. Jones,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I416234d1548c11d9a99c85a9e6023ffa&rank=766&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I416234d1548c11d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=766&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F31940121067,"Circuit Court of Appeals, Tenth Circuit.","June 26, 1940",113 F.2d 557,"The mere fact that parent corporation owns all of subsidiary corporation's stock is insufficient to warrant disregard of their separate juridical entities, but such corporations are usually treated as merged, where such ownership is used and employed, not for purpose of participating in subsidiary's affairs in usual and normal manner, but for purpose of dominating and controlling it in such manner and to such extent that it becomes parent corporation's agency or instrumentality, or where maintenance of separate corporate entity would work fraud or injustice, and such general rule applies in case involving tax problems.","Appeal from the District Court of the United States for the Western District of Oklahoma; Edgar s. vaught, Judge. Action by the Continental Oil Company against H. C. Jones, Collector of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Continental Oil Co. v. Jones,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I416234d1548c11d9a99c85a9e6023ffa&rank=767&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I416234d1548c11d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=767&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41940121067,"Circuit Court of Appeals, Tenth Circuit.","June 26, 1940",113 F.2d 557,"Sales of gasoline and oil by subsidiary corporations, which were nonproducing dealers, after transfer thereof to them by parent corporation, which was producing dealer, on sales by which act about to become effective imposed tax, held equivalent of sales by parent corporation in its own right, so as to render it liable for taxes thereon. Revenue Act 1932, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=26USCAS601&originatingDoc=I4a59d56241cc11e0b931b80af77abaf1&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">§§ 601(c)</a>, 617(a), 26 U.S.C.A.Int.Rev.Acts, pages 604, 616.","Appeal from the District Court of the United States for the Western District of Oklahoma; Edgar s. vaught, Judge. Action by the Continental Oil Company against H. C. Jones, Collector of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,State v. Shell Pipe Line Corp.,,,https://www.westlaw.com/Document/Ieb8d2c81ec8a11d9bf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=768&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F81940118157,"Supreme Court of Missouri, Division No. 2.","May 4, 1940",345 Mo. 1222,"The operations of pipe line corporation which was owned by same parent corporation as petroleum corporation for which oil was transported were not so intermeshed with operations of petroleum corporation as to justify disregarding the corporate entity and subjecting pipe line corporation to franchise tax on theory that it was ""doing business in the state"" because petroleum corporation was thus engaged. Mo.R.S.A. § 5113.","Appeal from Circuit Court, Franklin County; Ransom A. Breuer, Judge. Action by the State of Missouri against the Shell Pipe Line Corporation to recover corporation franchise tax for..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,Continental Oil Co. v. Jones,,,https://www.westlaw.com/Document/Ice99ed68548811d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=769&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41939121516,"District Court, W.D. Oklahoma.","February 16, 1939",26 F.Supp. 694,"Where producer transferred gasoline and oil to wholly owned subsidiaries to avoid tax but transactions for subsequent sale thereof were conducted in office of parent corporation by officers acting for both producer and subsidiaries and transactions operated for benefit of producer, validity of sale could not be upheld on ground that subsidiaries were corporate entities and that dealings were made at arm's length. Revenue Act 1932, <a href=""/Link/Document/FullText?findType=L&pubNum=1000546&cite=26USCAS601&originatingDoc=I1992e70041c711e0a982f2e73586a872&refType=LQ&contextData=%28sc.Default%29&transitionType=CustomDigestItem&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e"">§ 601(c)(1), 26 U.S.C.A</a>. end of c. 20; § 617(a, b), (c)(1, 2), as amended in 1933, 47 Stat. 266, 48 Stat. 206, 26 U.S.C.A. end of c. 20.","At Law. Action by the Continental Oil Company against H. C. Jones, Collector of Internal Revenue, to recover taxes paid under protest. Judgment for defendant."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,U.S. Rubber Co. v. Query,,,https://www.westlaw.com/Document/I2deb81a9548611d997e0acd5cbb90d3f/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=770&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F71937127872,"District Court, E.D. South Carolina.","April 9, 1937",19 F.Supp. 191,"Where holding corporation owned all stock except qualifying shares of subsidiary, and two corporations had, to large extent, same officers and directors, separate corporate entity of subsidiary doing business within South Carolina could not be disregarded so as to render holding company subject to South Carolina franchise tax, where transactions between the two corporations were accurately recorded in their corporate records, notwithstanding subsidiary was indebted to holding corporation on an open running account, and was forbidden by contract with holding company from pledging or mortgaging its assets. Code S.C.1932, §§ 2682, 2690-a (See Code 1942, §§ 2682, 2690-1); Act S.C. May 31, 1933, 38 St. at Large, p. 574, § 9.","In Equity. Suit by the United States Rubber Company against Walter G. Query and others, as members of and constituting the South Carolina Tax Commission, and E. P. Miller, as treasurer of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1071 Taxation in general >,H.H. Miller Industries Co. v. Commissioner of Internal Revenue,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icf41c0c9547511d9a99c85a9e6023ffa&rank=771&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Icf41c0c9547511d9a99c85a9e6023ffa/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=771&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21932125578,"Circuit Court of Appeals, Sixth Circuit.","November 4, 1932",61 F.2d 412,"Corporate entities are disregarded for tax purposes, where subsidiary corporations are wholly owned by parent companies.","Petition by the H. H. Miller Industries Company to review an order of the Board of Tax Appeal redetermining deficiency tax as assessed by Commissioner of Internal Revenue. Order set aside,..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Pledger v. U.S.,,,https://www.westlaw.com/Document/Ib859683d799711d9bf29e2067ad74e5b/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=772&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F52001034977,"United States Court of Appeals, Sixth Circuit.","December 29, 2000",236 F.3d 315,"Under New York law, wholly owned subsidiary was mere instrumentality of parent corporation, for purpose of determining tax consequences of investment vehicle; corporate formalities were not observed, subsidiary was inadequately capitalized, investor funds were transferred to parent for parent's use, there was overlap in ownership, officers, directors, and personnel, companies shared common office space, and they did not deal with each other at arm's length","TAXATION - Income. Taxpayers were not at risk on promissory note, and thus could not deduct investment loss."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,In re White Metal Rolling and Stamping Corp.,,,https://www.westlaw.com/Document/I0bf85b4b6eb211d98778bd0185d69771/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=773&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F41998155709,"United States Bankruptcy Court, S.D. New York.","July 14, 1998",222 B.R. 417,"Profitable members of affiliated group of corporations do not breach their fiduciary duties, or incur liability on theory of unjust enrichment, by using net operating loss (NOL) carrybacks belonging to subsidiary which subsidiary itself cannot use.",Avoidance - Allegations in Chapter 7 trustee's complaint were not sufficient to state fraudulent transfer claim based on affiliated entities' appropriation of net operating loss...
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,"Qualls v. Montgomery Ward & Co., Inc.",Red-striped KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I92aa3b7aec7c11d9b386b232635db992&rank=774&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/I92aa3b7aec7c11d9b386b232635db992/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=774&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F71979130562,"Supreme Court of Arkansas, Division No. 1.","July 2, 1979",266 Ark. 207,"Refusal of the Department of Finance and Administration to permit multistate corporation having its principal place of business in Illinois and its related corporations to report income from interest on loans made to subsidiary, affiliate, parent and related corporations on the ""combined income"" method did not amount to ""piercing the corporate veil"" and identifying all the corporations as if they were one. Ark.Stats. §§ 84-2055 et seq., 84-2055(a), 84-2063.","Multistate corporation having its principal place of business in Illinois brought suit for a refund of taxes paid under protest. The Chancery Court, Pulaski County, Bruce Bullion,..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,"Co-Con, Inc. v. Bureau of Revenue",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia405b700f7cb11d98ac8f235252e36df&rank=775&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ia405b700f7cb11d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=775&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F61974126841,Court of Appeals of New Mexico.,"November 13, 1974",87 N.M. 118,"Parent corporation and subsidiary corporation must be treated as separate entities for purposes of gross receipts taxation. 1953 Comp. §§ 72-13-82, subd. A, 72-16A-3, subds. F, J.","Taxpayers, a parent corporation and its wholly owned subsidiary, appealed from a decision and order of the Commissioner of Revenue which denied protests concerning various assessments of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,"Co-Con, Inc. v. Bureau of Revenue",Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia405b700f7cb11d98ac8f235252e36df&rank=776&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ia405b700f7cb11d98ac8f235252e36df/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=776&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F71974126841,Court of Appeals of New Mexico.,"November 13, 1974",87 N.M. 118,"Joint use by parent corporation and subsidiary corporation of construction equipment owned by each could not escape characterization as a ""lease"" for gross receipts taxation on theory that the shareholders of the parent corporation owned all of the equipment; the corporations were not entitled to hide behind their shareholders in an effort to escape corporate tax liability. 1953 Comp. §§ 72-13-82, subd. A, 72-16A-3, subds. F, J.","Taxpayers, a parent corporation and its wholly owned subsidiary, appealed from a decision and order of the Commissioner of Revenue which denied protests concerning various assessments of..."
Custom Digest,101 CORPORATIONS AND BUSINESS ORGANIZATIONS > 101II Disregarding Corporate Entity;  Piercing Corporate Veil > 101k1057 Particular Occasions for Determining Corporate Entity > 101k1072 Income and excess profits tax. >,Blackmon v. Campbell Sales Co.,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ide80dd3e042111dabf60c1d57ebc853e&rank=777&listSource=Search&list=CUSTOMDIGEST&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,https://www.westlaw.com/Document/Ide80dd3e042111dabf60c1d57ebc853e/View/FullText.html?listSource=Search&list=CUSTOMDIGEST&rank=777&sessionScopeId=d27776b7a2d69bd2d57afd9cc1c11eb32c67b9bfd35babc0d2937a5e17fe289c&ppcid=3f0ee58b7e414603ba80c35e20fa8f0e&originationContext=Custom%20Digest&transitionType=CustomDigestItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0#co_anchor_F21972128221,"Court of Appeals of Georgia, Division No. 2.","March 15, 1972",125 Ga.App. 859,"Purpose of corporation income tax statute, which provides that net income of a subsidiary corporation shall be determined by eliminating all payments to parent corporation in excess of fair value and by including fair compensation to subsidiary corporation for its commodities sold to or services performed for parent corporation, is to pierce veil of corporate entity to reflect income as if all transactions with a parent corporation were at ""arm's length."" Code, § 92-3113(6).","Action by subsidiary corporations for refund of additional income taxes they paid after the commissioner combined income of parent corporation and subsidiaries. The Superior Court, Fulton..."
